file,line,key,locator,claim_context,source_file,assessment
chapter02.tex,90,Rumelhart et al. (1986),S.~533,"Neuronale Netze bestehen aus verbundenen Verarbeitungseinheiten mit trainierbaren Gewichten; verborgene Einheiten bilden interne Repräsentationen zwischen Ein- und Ausgabe (vgl. [Rumelhart et al. (1986), S.~533]).",rumelhart1986.pdf,"S. 533: Gewichte, verborgene Einheiten und gelernte Repräsentationen."
chapter02.tex,92,Rumelhart et al. (1986),S.~533,"Jede Einheit verarbeitet gewichtete Aktivierungen über eine Aktivierungsfunktion; die Gewichte werden anhand des Lernziels angepasst (vgl. [Rumelhart et al. (1986), S.~533]).",rumelhart1986.pdf,"S. 533: Gewichte, verborgene Einheiten und gelernte Repräsentationen."
chapter02.tex,94,Bengio (2009),S.~4--6,"Deep Learning verbindet mehrere nichtlineare Verarbeitungsebenen, um geeignete Merkmale und aufeinander aufbauende Repräsentationen aus Daten zu erlernen (vgl. [Bengio (2009), S.~4--6]).",bengio2009.pdf,Gedruckte S. 4–6: nichtlineare Hierarchien und Merkmalslernen. Früherer Verweis 1–2 präzisiert.
chapter02.tex,126,Rumelhart et al. (1986),S.~533,"{\footnotesize Quelle: (Eigene Darstellung nach [Rumelhart et al. (1986), S.~533]); KI-unterstützt.} \end{figure}",rumelhart1986.pdf,"S. 533: Gewichte, verborgene Einheiten und gelernte Repräsentationen."
chapter02.tex,129,Bengio (2009),S. 4--6,"Abbildung~\ref{fig:neuronale_repraesentationsbildung} zeigt eine vereinfachte mehrschichtige Verarbeitung. Zusätzliche verborgene Ebenen ermöglichen zunehmend abstrakte Merkmalsdarstellungen (vgl. [Bengio (2009), S. 4--6]).",bengio2009.pdf,Gedruckte S. 4–6: nichtlineare Hierarchien und Merkmalslernen. Früherer Verweis 1–2 präzisiert.
chapter02.tex,131,Kipf und Welling (2017),S. 1,"Graphen ergänzen Knotenmerkmale um explizite Beziehungen zwischen den Knoten, die als Kanten dargestellt werden (vgl. [Kipf und Welling (2017), S. 1]).",kipf2017.pdf,"S. 1–3: Knotenmerkmale, Adjazenz und lokale GCN-Aggregation. DOM-Übertragung separat durch Yoon gedeckt."
chapter02.tex,133,Kipf und Welling (2017),S. 1--2,"Graph Convolutional Networks (GCNs) bilden Knotenrepräsentationen unter Berücksichtigung der eigenen Merkmale und der lokalen Nachbarschaft (vgl. [Kipf und Welling (2017), S. 1--2]). Mehrere Verarbeitungsschichten beziehen entsprechend weiter entfernte Nachbarschaften ein (vgl. [Kipf und Welling (2017), S. 3]).",kipf2017.pdf,"S. 1–3: Knotenmerkmale, Adjazenz und lokale GCN-Aggregation. DOM-Übertragung separat durch Yoon gedeckt."
chapter02.tex,133,Kipf und Welling (2017),S. 3,"Graph Convolutional Networks (GCNs) bilden Knotenrepräsentationen unter Berücksichtigung der eigenen Merkmale und der lokalen Nachbarschaft (vgl. [Kipf und Welling (2017), S. 1--2]). Mehrere Verarbeitungsschichten beziehen entsprechend weiter entfernte Nachbarschaften ein (vgl. [Kipf und Welling (2017), S. 3]).",kipf2017.pdf,"S. 1–3: Knotenmerkmale, Adjazenz und lokale GCN-Aggregation. DOM-Übertragung separat durch Yoon gedeckt."
chapter02.tex,139,Yoon et al. (2024),S. 9,"Für Webseiten lässt sich dieses Prinzip auf die DOM-Struktur eines HTML-Dokuments übertragen. HTML-Elemente können dabei als Knoten und ihre hierarchischen Eltern-Kind-Beziehungen als Kanten eines Graphen modelliert werden (vgl. [Yoon et al. (2024), S. 9]). Dadurch können neben den Eigenschaften einzelner HTML-Elemente auch deren strukturelle Beziehungen in die Repräsentationsbildung einbezogen werden.",yoon2024.pdf,"S. 2, 6–7, 9, 13, 15: URL-Zeichen/Wörter, DOM-Graph, Strukturablation. Kein Beleg für eigene Architekturparameter erforderlich."
chapter02.tex,154,Kipf und Welling (2017),S. 1--3,"{\footnotesize Quelle: (Eigene Darstellung nach [Kipf und Welling (2017), S. 1--3]; [Yoon et al. (2024), S. 9 und 13]); KI-unterstützt.} \end{figure}",kipf2017.pdf,"S. 1–3: Knotenmerkmale, Adjazenz und lokale GCN-Aggregation. DOM-Übertragung separat durch Yoon gedeckt."
chapter02.tex,154,Yoon et al. (2024),S. 9 und 13,"{\footnotesize Quelle: (Eigene Darstellung nach [Kipf und Welling (2017), S. 1--3]; [Yoon et al. (2024), S. 9 und 13]); KI-unterstützt.} \end{figure}",yoon2024.pdf,"S. 2, 6–7, 9, 13, 15: URL-Zeichen/Wörter, DOM-Graph, Strukturablation. Kein Beleg für eigene Architekturparameter erforderlich."
chapter02.tex,161,Kipf und Welling (2017),S. 1--2,"Abbildung \ref{fig:dom_gcn_repraesentationsbildung} veranschaulicht die graphbasierte Verarbeitung dieser DOM-Struktur. Ein GCN kann dabei Knotenmerkmale gemeinsam mit der lokalen Graphstruktur verarbeiten und daraus strukturabhängige Repräsentationen erzeugen (vgl. [Kipf und Welling (2017), S. 1--2]).",kipf2017.pdf,"S. 1–3: Knotenmerkmale, Adjazenz und lokale GCN-Aggregation. DOM-Übertragung separat durch Yoon gedeckt."
chapter02.tex,174,Vaswani et al. (2017),S. 2,"Die ursprüngliche Transformer-Architektur besteht aus Encoder und Decoder; der Encoder überführt Eingabesequenzen in kontextabhängige Repräsentationen, die der Decoder für seine Ausgaben nutzt (vgl. [Vaswani et al. (2017), S. 2]). Da die Architektur ohne Rekurrenz und Faltung auskommt, werden den Embeddings Positionsinformationen hinzugefügt (vgl. [Vaswani et al. (2017), S. 6]).",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,174,Vaswani et al. (2017),S. 6,"Die ursprüngliche Transformer-Architektur besteht aus Encoder und Decoder; der Encoder überführt Eingabesequenzen in kontextabhängige Repräsentationen, die der Decoder für seine Ausgaben nutzt (vgl. [Vaswani et al. (2017), S. 2]). Da die Architektur ohne Rekurrenz und Faltung auskommt, werden den Embeddings Positionsinformationen hinzugefügt (vgl. [Vaswani et al. (2017), S. 6]).",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,176,Vaswani et al. (2017),S. 3--4,"Attention bildet Query-, Key- und Value-Vektoren und gewichtet Values anhand der Ähnlichkeit von Queries und Keys (vgl. [Vaswani et al. (2017), S. 3--4]). Für Scaled Dot-Product Attention gilt (vgl. [Vaswani et al. (2017), S. 4]):",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,176,Vaswani et al. (2017),S. 4,"Attention bildet Query-, Key- und Value-Vektoren und gewichtet Values anhand der Ähnlichkeit von Queries und Keys (vgl. [Vaswani et al. (2017), S. 3--4]). Für Scaled Dot-Product Attention gilt (vgl. [Vaswani et al. (2017), S. 4]):",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,188,Vaswani et al. (2017),S. 4,"\begin{center} \footnotesize{Quelle: (vgl. [Vaswani et al. (2017), S. 4]).} \end{center}",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,211,Vaswani et al. (2017),S. 4,"Die Skalarprodukte werden durch $\sqrt{d_k}$ skaliert, mittels Softmax normalisiert und zur gewichteten Kombination der Values verwendet (vgl. [Vaswani et al. (2017), S. 4]). Bei Self-Attention stammen Queries, Keys und Values aus derselben Sequenz (vgl. [Vaswani et al. (2017), S. 5]). Multi-Head Attention berechnet mehrere solcher Ausgaben mit eigenen Projektionen und führt sie anschließend zusammen (vgl. [Vaswani et al. (2017), S. 4--5]).",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,211,Vaswani et al. (2017),S. 5,"Die Skalarprodukte werden durch $\sqrt{d_k}$ skaliert, mittels Softmax normalisiert und zur gewichteten Kombination der Values verwendet (vgl. [Vaswani et al. (2017), S. 4]). Bei Self-Attention stammen Queries, Keys und Values aus derselben Sequenz (vgl. [Vaswani et al. (2017), S. 5]). Multi-Head Attention berechnet mehrere solcher Ausgaben mit eigenen Projektionen und führt sie anschließend zusammen (vgl. [Vaswani et al. (2017), S. 4--5]).",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,211,Vaswani et al. (2017),S. 4--5,"Die Skalarprodukte werden durch $\sqrt{d_k}$ skaliert, mittels Softmax normalisiert und zur gewichteten Kombination der Values verwendet (vgl. [Vaswani et al. (2017), S. 4]). Bei Self-Attention stammen Queries, Keys und Values aus derselben Sequenz (vgl. [Vaswani et al. (2017), S. 5]). Multi-Head Attention berechnet mehrere solcher Ausgaben mit eigenen Projektionen und führt sie anschließend zusammen (vgl. [Vaswani et al. (2017), S. 4--5]).",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,213,Vaswani et al. (2017),S. 3 und 5,"Im Encoder folgen auf Multi-Head Attention positionsweise Feed-Forward-Netze; beide Teilkomponenten besitzen Residualverbindungen und Layer-Normalisierung (vgl. [Vaswani et al. (2017), S. 3 und 5]).",vaswani2017.pdf,"PDF-interne S. 2–6: Encoder, Attentionformel, Q/K/V, Residualverbindungen, Feed-Forward, Positionsinformation. Falsche Proceedingszahlen ersetzt."
chapter02.tex,215,Devlin et al. (2019),S. 4171 und 4173,"Bidirectional Encoder Representations from Transformers (BERT) verwendet einen mehrschichtigen Transformer-Encoder, dessen Attention den Kontext auf beiden Seiten einer Tokenposition berücksichtigt (vgl. [Devlin et al. (2019), S. 4171 und 4173]). Für Klassifikation kann der abschließende Hidden State des speziellen Tokens \texttt{[CLS]} als Sequenzrepräsentation dienen (vgl. [Devlin et al. (2019), S. 4174]).",devlin2019.pdf,"S. 4171–4175: BERT, bidirektionales MLM und Maskierungsanteile; S. 4179: eingefrorene Merkmale. CLS ist keine Beschreibung des eigenen Mean-Poolings."
chapter02.tex,215,Devlin et al. (2019),S. 4174,"Bidirectional Encoder Representations from Transformers (BERT) verwendet einen mehrschichtigen Transformer-Encoder, dessen Attention den Kontext auf beiden Seiten einer Tokenposition berücksichtigt (vgl. [Devlin et al. (2019), S. 4171 und 4173]). Für Klassifikation kann der abschließende Hidden State des speziellen Tokens \texttt{[CLS]} als Sequenzrepräsentation dienen (vgl. [Devlin et al. (2019), S. 4174]).",devlin2019.pdf,"S. 4171–4175: BERT, bidirektionales MLM und Maskierungsanteile; S. 4179: eingefrorene Merkmale. CLS ist keine Beschreibung des eigenen Mean-Poolings."
chapter02.tex,217,Devlin et al. (2019),S. 4179,"Neben der Feinabstimmung des Encoders beschreiben Devlin et al. einen feature-basierten Ansatz, bei dem extrahierte Aktivierungen als feste Merkmale nachgelagerter Modelle dienen (vgl. [Devlin et al. (2019), S. 4179]). Die vorliegende Arbeit nutzt diese Trennung für die Repräsentationsvergleiche.",devlin2019.pdf,"S. 4171–4175: BERT, bidirektionales MLM und Maskierungsanteile; S. 4179: eingefrorene Merkmale. CLS ist keine Beschreibung des eigenen Mean-Poolings."
chapter02.tex,219,Liu et al. (2019),S. 1,"RoBERTa verändert das BERT-Vortraining unter anderem durch umfangreicheres Training, größere Datenmengen, dynamische Maskierung und den Verzicht auf Next Sentence Prediction (vgl. [Liu et al. (2019), S. 1]). Abschnitt~2.3 erläutert die hier relevanten selbstüberwachten Lernziele.",liu2019.pdf,S. 1: Änderungen an BERT-Vortraining einschließlich dynamischer Maskierung und Weglassen von NSP.
chapter02.tex,231,Chen et al. (2020),PDF-S.~3,"Die Downstream-Aufgabe dieser Arbeit ist die überwachte Klassifikation einer Webseite als Phishing oder legitim. Eine Linear Probe trainiert einen linearen Klassifikator auf eingefrorenen Repräsentationen, um deren Nutzbarkeit zu bewerten (vgl. [Chen et al. (2020), PDF-S.~3]). Mehrschichtige Netze sind dagegen nicht auf lineare Entscheidungsregionen beschränkt; Cybenkos Approximationsresultat gilt dabei für ausreichend große Netze mit geeigneten sigmoiden Aktivierungen (vgl. [Cybenko (1989), S.~303]). Der empirische Vergleich mit einer nichtlinearen Probe prüft, wie stark die gemessenen Repräsentationsunterschiede vom Klassifikationsmechanismus abhängen.",chen2020.pdf,"PDF-S. 3, Evaluation Protocol: Linear Evaluation auf eingefrorenem Encoder. Physische Zählung kenntlich gemacht."
chapter02.tex,231,Cybenko (1989),S.~303,"Die Downstream-Aufgabe dieser Arbeit ist die überwachte Klassifikation einer Webseite als Phishing oder legitim. Eine Linear Probe trainiert einen linearen Klassifikator auf eingefrorenen Repräsentationen, um deren Nutzbarkeit zu bewerten (vgl. [Chen et al. (2020), PDF-S.~3]). Mehrschichtige Netze sind dagegen nicht auf lineare Entscheidungsregionen beschränkt; Cybenkos Approximationsresultat gilt dabei für ausreichend große Netze mit geeigneten sigmoiden Aktivierungen (vgl. [Cybenko (1989), S.~303]). Der empirische Vergleich mit einer nichtlinearen Probe prüft, wie stark die gemessenen Repräsentationsunterschiede vom Klassifikationsmechanismus abhängen.",cybenko1989.pdf,S. 303: Approximation mit geeigneten sigmoiden Funktionen. Keine pauschale Garantie für das empirische MLP behauptet.
chapter02.tex,233,Baltrušaitis et al. (2019),S.~12,"Multimodale Fusion integriert Informationen mehrerer Modalitäten für eine gemeinsame Vorhersage; merkmalsbasierte Fusion verbindet Repräsentationen vor der Entscheidung, entscheidungsbasierte Fusion dagegen die Ausgaben getrennter Modelle (vgl. [Baltrušaitis et al. (2019), S.~12]). Für URL, HTML-Text und DOM wird hier eine merkmalsbasierte Fusion eingesetzt.",baltrusaitis2019.pdf,Autorenfassung S. 12: Feature-/Entscheidungsfusion. Unzutreffende Verlagsseite 434 ersetzt.
chapter02.tex,235,Zhou et al. (2019),PDF-S. 1--2,"Lernbare Modalitätsgewichte können über Softmax normalisiert und zur gewichteten Summe der Repräsentationen verwendet werden (vgl. [Zhou et al. (2019), PDF-S. 1--2]). Andere Architekturen nutzen abweichende Gating-Funktionen, beispielsweise sigmoide Gated Multimodal Units (vgl. [Arevalo et al. (2017), S.~5]). Eine zusätzliche Entwurfsdimension ist die Kaskadierung: Frühe Stufen schließen einen Teil der Eingaben ab, während verbleibende Fälle aufwendigere Stufen durchlaufen (vgl. [Viola und Jones (2004), S.~144]).",zhou2019.pdf,PDF-S. 1–2: Softmax-Modalitätsgewichte und gewichtete Summe. Eigene zusätzliche Konkatenation nicht fremder Quelle zugeschrieben.
chapter02.tex,235,Arevalo et al. (2017),S.~5,"Lernbare Modalitätsgewichte können über Softmax normalisiert und zur gewichteten Summe der Repräsentationen verwendet werden (vgl. [Zhou et al. (2019), PDF-S. 1--2]). Andere Architekturen nutzen abweichende Gating-Funktionen, beispielsweise sigmoide Gated Multimodal Units (vgl. [Arevalo et al. (2017), S.~5]). Eine zusätzliche Entwurfsdimension ist die Kaskadierung: Frühe Stufen schließen einen Teil der Eingaben ab, während verbleibende Fälle aufwendigere Stufen durchlaufen (vgl. [Viola und Jones (2004), S.~144]).",arevalo2017.pdf,S. 5: sigmoid-gesteuerte GMU; kein Beleg für identische Softmax-Architektur. Text entsprechend getrennt.
chapter02.tex,235,Viola und Jones (2004),S.~144,"Lernbare Modalitätsgewichte können über Softmax normalisiert und zur gewichteten Summe der Repräsentationen verwendet werden (vgl. [Zhou et al. (2019), PDF-S. 1--2]). Andere Architekturen nutzen abweichende Gating-Funktionen, beispielsweise sigmoide Gated Multimodal Units (vgl. [Arevalo et al. (2017), S.~5]). Eine zusätzliche Entwurfsdimension ist die Kaskadierung: Frühe Stufen schließen einen Teil der Eingaben ab, während verbleibende Fälle aufwendigere Stufen durchlaufen (vgl. [Viola und Jones (2004), S.~144]).",viola2004.pdf,S. 144–145: Kaskadenprinzip. Eigene zweischwellige URL-Route als Übertragung beschrieben.
chapter02.tex,240,Ericsson et al. (2022),S. 42--43,"\section{Self-Supervised Representation Learning} Self-Supervised Representation Learning leitet Trainingsziele aus den Eingabedaten selbst ab; eine solche Hilfsaufgabe (\textit{Pretext Task}) benötigt keine manuell annotierten Zielwerte der späteren Aufgabe (vgl. [Ericsson et al. (2022), S. 42--43]). Die vortrainierten Repräsentationen können anschließend als feste Merkmale oder durch weitere Feinabstimmung für eine \textit{Downstream Task} genutzt werden (vgl. [Ericsson et al. (2022), S. 44--45]).",ericsson2022published.pdf,"Veröffentlichte S. 42–46: Pretext Task, Transfer, feste Merkmale/Feinabstimmung. Seiten 44–45 für Weiterverwendung korrigiert."
chapter02.tex,240,Ericsson et al. (2022),S. 44--45,"\section{Self-Supervised Representation Learning} Self-Supervised Representation Learning leitet Trainingsziele aus den Eingabedaten selbst ab; eine solche Hilfsaufgabe (\textit{Pretext Task}) benötigt keine manuell annotierten Zielwerte der späteren Aufgabe (vgl. [Ericsson et al. (2022), S. 42--43]). Die vortrainierten Repräsentationen können anschließend als feste Merkmale oder durch weitere Feinabstimmung für eine \textit{Downstream Task} genutzt werden (vgl. [Ericsson et al. (2022), S. 44--45]).",ericsson2022published.pdf,"Veröffentlichte S. 42–46: Pretext Task, Transfer, feste Merkmale/Feinabstimmung. Seiten 44–45 für Weiterverwendung korrigiert."
chapter02.tex,330,Ericsson et al. (2022),S. 42--46,"{\footnotesize Quelle: (Eigene Darstellung nach [Ericsson et al. (2022), S. 42--46]); KI-unterstützt.} \end{figure}",ericsson2022published.pdf,"Veröffentlichte S. 42–46: Pretext Task, Transfer, feste Merkmale/Feinabstimmung. Seiten 44–45 für Weiterverwendung korrigiert."
chapter02.tex,333,Ericsson et al. (2022),S. 42--43,"Die Wahl der Pretext-Aufgabe bestimmt das Trainingssignal und beeinflusst die erlernte Repräsentation (vgl. [Ericsson et al. (2022), S. 42--43]). Im Folgenden werden maskierte und kontrastive Lernziele sowie die task-adaptive Weiteranpassung unterschieden.",ericsson2022published.pdf,"Veröffentlichte S. 42–46: Pretext Task, Transfer, feste Merkmale/Feinabstimmung. Seiten 44–45 für Weiterverwendung korrigiert."
chapter02.tex,337,Devlin et al. (2019),S.~4172 und 4174,"Masked Language Modeling (MLM) trainiert einen Encoder darauf, ausgewählte Token aus dem verbleibenden beidseitigen Kontext zu rekonstruieren; die ursprünglichen Token liefern dabei die Zielwerte ohne manuelle Klassenannotation (vgl. [Devlin et al. (2019), S.~4172 und 4174]).",devlin2019.pdf,"S. 4171–4175: BERT, bidirektionales MLM und Maskierungsanteile; S. 4179: eingefrorene Merkmale. CLS ist keine Beschreibung des eigenen Mean-Poolings."
chapter02.tex,339,Devlin et al. (2019),S.~4174,"BERT wählt 15~\% der Tokenpositionen aus, ersetzt davon 80~\% durch das Maskierungstoken und 10~\% durch zufällige Token und belässt 10~\% unverändert; für diese Positionen wird jeweils das ursprüngliche Token vorhergesagt (vgl. [Devlin et al. (2019), S.~4174]). Auch RoBERTa nutzt MLM als Vortrainingsziel (vgl. [Gururangan et al. (2020), S.~8343]).",devlin2019.pdf,"S. 4171–4175: BERT, bidirektionales MLM und Maskierungsanteile; S. 4179: eingefrorene Merkmale. CLS ist keine Beschreibung des eigenen Mean-Poolings."
chapter02.tex,339,Gururangan et al. (2020),S.~8343,"BERT wählt 15~\% der Tokenpositionen aus, ersetzt davon 80~\% durch das Maskierungstoken und 10~\% durch zufällige Token und belässt 10~\% unverändert; für diese Positionen wird jeweils das ursprüngliche Token vorhergesagt (vgl. [Devlin et al. (2019), S.~4174]). Auch RoBERTa nutzt MLM als Vortrainingsziel (vgl. [Gururangan et al. (2020), S.~8343]).",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,352,Devlin et al. (2019),S.~4174,"{\footnotesize Quelle: (Eigene Darstellung nach [Devlin et al. (2019), S.~4174]; [Gururangan et al. (2020), S.~8343]); KI-unterstützt.} \end{figure}",devlin2019.pdf,"S. 4171–4175: BERT, bidirektionales MLM und Maskierungsanteile; S. 4179: eingefrorene Merkmale. CLS ist keine Beschreibung des eigenen Mean-Poolings."
chapter02.tex,352,Gururangan et al. (2020),S.~8343,"{\footnotesize Quelle: (Eigene Darstellung nach [Devlin et al. (2019), S.~4174]; [Gururangan et al. (2020), S.~8343]); KI-unterstützt.} \end{figure}",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,355,Gururangan et al. (2020),S.~8343,"Abbildung~\ref{fig:mlm-konzept} überträgt MLM auf den HTML-Textzweig. Die Wörter sind schematisch; im Code werden Subword-Token maskiert und rekonstruiert. MLM kann auch das Vortraining auf weiteren ungelabelten Daten fortsetzen (vgl. [Gururangan et al. (2020), S.~8343]). Abschnitt~2.3.3 behandelt die aufgabenbezogene Fortsetzung.",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,359,Gao et al. (2021),S.~6895,"Kontrastives Lernen nähert Repräsentationen positiver Paare einander an und unterscheidet sie von negativen Vergleichsinstanzen; für Text kann dies mit vortrainierten Transformer-Encodern umgesetzt werden (vgl. [Gao et al. (2021), S.~6895]).",gao2021.pdf,"S. 6895: positive/negative Paare, Kosinus und Temperatur. URL–HTML-Paare sind eigene Übertragung, keine SimCSE-Originalarchitektur."
chapter02.tex,366,Gao et al. (2021),S.~6895,"Die Ähnlichkeit zweier Repräsentationen kann dabei über die Kosinusähnlichkeit bestimmt werden. Innerhalb der kontrastiven Verlustfunktion beeinflusst ein Temperaturparameter die Skalierung der Ähnlichkeitswerte. Das Lernziel begünstigt dadurch eine hohe Ähnlichkeit positiver Paare relativ zu den verfügbaren negativen Vergleichsinstanzen (vgl. [Gao et al. (2021), S.~6895]). \begin{figure}[H] \centering \includegraphics[width=0.72\textwidth]{Praefix/Image/ContrastiveKonzept.png} \caption{Schematisches Prinzip des kontrastiven Repräsentationslernens für URL--HTML-Paare} \label{fig:contrastive-konzept} \vspace{0.2em}",gao2021.pdf,"S. 6895: positive/negative Paare, Kosinus und Temperatur. URL–HTML-Paare sind eigene Übertragung, keine SimCSE-Originalarchitektur."
chapter02.tex,374,Gao et al. (2021),S.~6895,"{\footnotesize Quelle: (Eigene Darstellung nach [Gao et al. (2021), S.~6895]); Übertragung auf URL--HTML-Paare, KI-unterstützt.} \end{figure}",gao2021.pdf,"S. 6895: positive/negative Paare, Kosinus und Temperatur. URL–HTML-Paare sind eigene Übertragung, keine SimCSE-Originalarchitektur."
chapter02.tex,386,Gururangan et al. (2020),S. 8346,"Task-Adaptive Pretraining (TAPT) setzt das RoBERTa-Vortraining auf dem ungelabelten Trainingskorpus einer konkreten Downstream-Aufgabe fort (vgl. [Gururangan et al. (2020), S. 8346]).",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,388,Gururangan et al. (2020),S. 8346,"Die angepassten Repräsentationen werden anschließend für das überwachte Training der Zielaufgabe verwendet (vgl. [Gururangan et al. (2020), S. 8346]).",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,405,Gururangan et al. (2020),S.~8346,"\begin{center} \footnotesize{Quelle: (Eigene Darstellung nach [Gururangan et al. (2020), S.~8346]); KI-unterstützt.} \end{center}",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,408,Gururangan et al. (2020),S. 8342--8343 und 8346,"Domain-Adaptive Pretraining (DAPT) nutzt dagegen einen breiteren ungelabelten Korpus der Domäne; TAPT ist durch die Auswahl der Trainingsdaten enger an eine konkrete Zielaufgabe gebunden (vgl. [Gururangan et al. (2020), S. 8342--8343 und 8346]).",gururangan2020.pdf,S. 8342–8343 DAPT/MLM; S. 8346–8347 TAPT und Ergebnisse. Zusätzliche Anpassung ist kein universelles Verbesserungsversprechen.
chapter02.tex,427,Saito und Rehmsmeier (2015),S. 3--4,"\paragraph{True-Positive-Rate, False-Positive-Rate und Precision} Bei einer binären Klassifikation ergeben sich aus tatsächlicher und vorhergesagter Klasse die vier Fälle True Positive (TP), False Positive (FP), True Negative (TN) und False Negative (FN). Darauf aufbauend lassen sich True-Positive-Rate (TPR), False-Positive-Rate (FPR) und Precision bestimmen (vgl. [Saito und Rehmsmeier (2015), S. 3--4]):",saito2015.pdf,"S. 3–4: Verwechslungsmatrix und Metriken; S. 5, 7: Prävalenzabhängigkeit. Eigene AP- und P>=90-Definition zusätzlich am Code präzisiert."
chapter02.tex,438,Saito und Rehmsmeier (2015),S. 4,"\begin{center} \footnotesize Quelle: (vgl. [Saito und Rehmsmeier (2015), S. 4]). \end{center}",saito2015.pdf,"S. 3–4: Verwechslungsmatrix und Metriken; S. 5, 7: Prävalenzabhängigkeit. Eigene AP- und P>=90-Definition zusätzlich am Code präzisiert."
chapter02.tex,441,Saito und Rehmsmeier (2015),S. 4,"TPR entspricht dem Recall, FPR dem Anteil falsch positiver unter allen negativen Instanzen und Precision dem Anteil tatsächlich positiver unter allen positiven Vorhersagen (vgl. [Saito und Rehmsmeier (2015), S. 4]). In dieser Arbeit ist Phishing die positive und legitim die negative Klasse.",saito2015.pdf,"S. 3–4: Verwechslungsmatrix und Metriken; S. 5, 7: Prävalenzabhängigkeit. Eigene AP- und P>=90-Definition zusätzlich am Code präzisiert."
chapter02.tex,443,Saito und Rehmsmeier (2015),S. 4,"\paragraph{Betriebspunkt} Die Klassifikationsschwelle bestimmt das Verhältnis von TPR und FPR (vgl. [Saito und Rehmsmeier (2015), S. 4]). Für die Phishing-Erkennung sind insbesondere Betriebspunkte mit niedriger FPR relevant (vgl. [Purwanto et al. (2022), S. 1506]).",saito2015.pdf,"S. 3–4: Verwechslungsmatrix und Metriken; S. 5, 7: Prävalenzabhängigkeit. Eigene AP- und P>=90-Definition zusätzlich am Code präzisiert."
chapter02.tex,443,Purwanto et al. (2022),S. 1506,"\paragraph{Betriebspunkt} Die Klassifikationsschwelle bestimmt das Verhältnis von TPR und FPR (vgl. [Saito und Rehmsmeier (2015), S. 4]). Für die Phishing-Erkennung sind insbesondere Betriebspunkte mit niedriger FPR relevant (vgl. [Purwanto et al. (2022), S. 1506]).",purwanto2022.pdf,S. 1498: Veränderlichkeit/Drift; S. 1506: Bedeutung niedriger FPR.
